year,candidate,state,fips,battle,number_fo,dummy_fo,population,totalvote,demvote,dempct,turnout,turnout_lag,turnout_change,dummy_fo_lag,dummy_fo_change,dempct_lag,dempct_change
2012,Obama,Kansas,20147,FALSE,0,0,5282,2537,376,0.14820654690265656,0.48031048845134416,0.504922377887164,-0.024611889435819823,0,0,0.19685040414333344,-0.04864385724067688
2008,Obama,Kansas,20147,FALSE,0,0,5282,2667,525,0.19685040414333344,0.504922377887164,0.5037607449856734,0.001161632901490628,0,0,0.1979999989271164,-0.001149594783782959
2004,Kerry,Kansas,20147,FALSE,0,0,5584,2813,557,0.1979999989271164,0.5037607449856734,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20149,FALSE,0,0,19779,9303,2291,0.24626465141773224,0.4703473380858486,0.4973456696496284,-0.026998331563779787,0,0,0.26420658826828003,-0.01794193685054779
2008,Obama,Kansas,20149,FALSE,0,0,19779,9837,2599,0.26420658826828003,0.4973456696496284,0.45523666738059543,0.04210900226903297,0,0,0.25589999556541443,0.0083065927028656
2004,Kerry,Kansas,20149,FALSE,0,0,18676,8502,2176,0.25589999556541443,0.45523666738059543,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20151,FALSE,0,0,9366,3752,974,0.2595948874950409,0.40059790732436473,0.4473628016228913,-0.046764894298526594,0,0,0.308830589056015,-0.04923570156097412
2008,Obama,Kansas,20151,FALSE,0,0,9366,4190,1294,0.308830589056015,0.4473628016228913,0.4635271400986913,-0.016164338475799955,0,0,0.2777000069618225,0.031130582094192505
2004,Kerry,Kansas,20151,FALSE,0,0,9322,4321,1200,0.2777000069618225,0.4635271400986913,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20153,FALSE,0,0,2466,1420,184,0.12957745790481567,0.5758313057583131,0.6281427412814274,-0.05231143552311435,0,0,0.17624269425868988,-0.04666523635387421
2008,Obama,Kansas,20153,FALSE,0,0,2466,1549,273,0.17624269425868988,0.6281427412814274,0.633085501858736,-0.00494276057730858,0,0,0.1696999967098236,0.006542697548866272
2004,Kerry,Kansas,20153,FALSE,0,0,2690,1703,289,0.1696999967098236,0.633085501858736,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20155,FALSE,0,0,63227,23869,7888,0.330470472574234,0.3775127714425799,0.419314533348095,-0.0418017619055151,0,0,0.3740192949771881,-0.0435488224029541
2008,Obama,Kansas,20155,FALSE,0,0,63227,26512,9916,0.3740192949771881,0.419314533348095,0.4239382604990294,-0.004623727150934398,0,0,0.3393000066280365,0.03471928834915161
2004,Kerry,Kansas,20155,FALSE,0,0,63363,26862,9114,0.3393000066280365,0.4239382604990294,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20157,FALSE,0,0,4832,2640,470,0.17803029716014862,0.5463576158940397,0.5527731788079471,-0.0064155629139073245,0,0,0.23961059749126434,-0.06158030033111572
2008,Obama,Kansas,20157,FALSE,0,0,4832,2671,640,0.23961059749126434,0.5527731788079471,0.5514634619112231,0.0013097168967239892,0,0,0.2134000062942505,0.026210591197013855
2004,Kerry,Kansas,20157,FALSE,0,0,5159,2845,607,0.2134000062942505,0.5514634619112231,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20159,FALSE,0,0,10128,3622,899,0.24820540845394135,0.3576224328593997,0.3970181674565561,-0.039395734597156395,0,0,0.2892315089702606,-0.041026100516319275
2008,Obama,Kansas,20159,FALSE,0,0,10128,4021,1163,0.2892315089702606,0.3970181674565561,0.4121582871343911,-0.015140119677835018,0,0,0.2621000111103058,0.027131497859954834
2004,Kerry,Kansas,20159,FALSE,0,0,10462,4312,1130,0.2621000111103058,0.4121582871343911,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20161,FALSE,0,0,71113,20266,8587,0.42371460795402527,0.2849830551375979,0.3248351215670834,-0.039852066429485467,0,0,0.4543290138244629,-0.030614405870437622
2008,Obama,Kansas,20161,FALSE,0,0,71113,23100,10495,0.4543290138244629,0.3248351215670834,0.3111393323657475,0.013695789201335906,0,0,0.38429999351501465,0.07002902030944824
2004,Kerry,Kansas,20161,FALSE,0,0,66144,20580,7908,0.38429999351501465,0.3111393323657475,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20163,FALSE,0,0,5088,2625,398,0.1516190469264984,0.5159198113207547,0.5086477987421384,0.007272012578616316,0,0,0.1808346062898636,-0.029215559363365173
2008,Obama,Kansas,20163,FALSE,0,0,5088,2588,468,0.1808346062898636,0.5086477987421384,0.49849793466015774,0.010149864081980653,0,0,0.20110000669956207,-0.020265400409698486
2004,Kerry,Kansas,20163,FALSE,0,0,5326,2655,534,0.20110000669956207,0.49849793466015774,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20165,FALSE,0,0,3197,1549,361,0.23305357992649078,0.4845167344385361,0.5570847669690334,-0.07256803253049732,0,0,0.2829870879650116,-0.04993350803852081
2008,Obama,Kansas,20165,FALSE,0,0,3197,1781,504,0.2829870879650116,0.5570847669690334,0.5159857904085258,0.04109897656050765,0,0,0.29660001397132874,-0.013612926006317139
2004,Kerry,Kansas,20165,FALSE,0,0,3378,1743,517,0.29660001397132874,0.5159857904085258,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20167,FALSE,0,0,6633,3140,584,0.18598726391792297,0.473390622644354,0.4964571083974069,-0.023066485753052923,0,0,0.22350439429283142,-0.03751713037490845
2008,Obama,Kansas,20167,FALSE,0,0,6633,3293,736,0.22350439429283142,0.4964571083974069,0.500575208513086,-0.004118100115679091,0,0,0.23270000517368317,-0.009195610880851746
2004,Kerry,Kansas,20167,FALSE,0,0,6954,3481,810,0.23270000517368317,0.500575208513086,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20169,FALSE,0,0,54109,21102,6910,0.32745710015296936,0.3899905745809385,0.42114990112550593,-0.031159326544567434,0,0,0.3592241108417511,-0.03176701068878174
2008,Obama,Kansas,20169,FALSE,0,0,54109,22788,8186,0.3592241108417511,0.42114990112550593,0.4206623550401427,4.8754608536322186e-4,0,0,0.33239999413490295,0.026824116706848145
2004,Kerry,Kansas,20169,FALSE,0,0,53808,22635,7524,0.33239999413490295,0.4206623550401427,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20171,FALSE,0,0,4517,2019,271,0.13422486186027527,0.44697808279831747,0.4823998228912995,-0.035421740092982046,0,0,0.14731529355049133,-0.013090431690216064
2008,Obama,Kansas,20171,FALSE,0,0,4517,2179,321,0.14731529355049133,0.4823998228912995,0.4935883503586177,-0.011188527467318188,0,0,0.15279999375343323,-0.0054847002029418945
2004,Kerry,Kansas,20171,FALSE,0,0,4601,2271,347,0.15279999375343323,0.4935883503586177,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20173,FALSE,0,0,482317,177852,69373,0.39006027579307556,0.3687450369777553,0.4016652948164796,-0.03292025783872432,0,0,0.42500901222229004,-0.03494873642921448
2008,Obama,Kansas,20173,FALSE,0,0,482317,193730,82337,0.42500901222229004,0.4016652948164796,0.37936917587556723,0.02229611894091238,0,0,0.3700000047683716,0.05500900745391846
2004,Kerry,Kansas,20173,FALSE,0,0,461872,175220,64839,0.3700000047683716,0.37936917587556723,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20175,FALSE,0,0,22747,4955,1393,0.2811301648616791,0.21783092275904514,0.2345803842264914,-0.01674946146744627,0,0,0.27979761362075806,0.0013325512409210205
2008,Obama,Kansas,20175,FALSE,0,0,22747,5336,1493,0.27979761362075806,0.2345803842264914,0.23842991645670336,-0.0038495322302119495,0,0,0.20800000429153442,0.07179760932922363
2004,Kerry,Kansas,20175,FALSE,0,0,22623,5394,1122,0.20800000429153442,0.23842991645670336,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20177,FALSE,0,0,175073,74844,35959,0.48045268654823303,0.42750167073163764,0.4829414015867667,-0.055439730855129044,0,0,0.48769959807395935,-0.007246911525726318
2008,Obama,Kansas,20177,FALSE,0,0,175073,84550,41235,0.48769959807395935,0.4829414015867667,0.4699903024921427,0.012951099094623997,0,0,0.45080000162124634,0.03689959645271301
2004,Kerry,Kansas,20177,FALSE,0,0,171178,80452,36264,0.45080000162124634,0.4699903024921427,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20179,FALSE,0,0,2463,1320,165,0.125,0.535931790499391,0.5586682907023954,-0.02273650020300444,0,0,0.18459300696849823,-0.05959300696849823
2008,Obama,Kansas,20179,FALSE,0,0,2463,1376,254,0.18459300696849823,0.5586682907023954,0.5485918286394288,0.01007646206296664,0,0,0.1728000044822693,0.011793002486228943
2004,Kerry,Kansas,20179,FALSE,0,0,2521,1383,239,0.1728000044822693,0.5485918286394288,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20181,FALSE,0,0,5891,2606,575,0.22064466774463654,0.4423697165167204,0.45900526226447125,-0.016635545747750835,0,0,0.2544378936290741,-0.03379322588443756
2008,Obama,Kansas,20181,FALSE,0,0,5891,2704,688,0.2544378936290741,0.45900526226447125,0.44495337804678553,0.014051884217685717,0,0,0.23240000009536743,0.022037893533706665
2004,Kerry,Kansas,20181,FALSE,0,0,6113,2720,632,0.23240000009536743,0.44495337804678553,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20183,FALSE,0,0,3852,1983,345,0.17397882044315338,0.514797507788162,0.5721703011422637,-0.057372793354101725,0,0,0.20235930383205414,-0.028380483388900757
2008,Obama,Kansas,20183,FALSE,0,0,3852,2204,446,0.20235930383205414,0.5721703011422637,0.5641704791716832,0.007999821970580578,0,0,0.2304999977350235,-0.02814069390296936
2004,Kerry,Kansas,20183,FALSE,0,0,4153,2343,540,0.2304999977350235,0.5641704791716832,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20185,FALSE,0,0,4346,1833,403,0.21985815465450287,0.4217671421997239,0.4772204325816843,-0.055453290381960396,0,0,0.26133081316947937,-0.0414726585149765
2008,Obama,Kansas,20185,FALSE,0,0,4346,2074,542,0.26133081316947937,0.4772204325816843,0.48623646209386284,-0.009016029512178558,0,0,0.23479999601840973,0.02653081715106964
2004,Kerry,Kansas,20185,FALSE,0,0,4432,2155,506,0.23479999601840973,0.48623646209386284,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20187,FALSE,0,0,2126,713,135,0.18934081494808197,0.33537158984007526,0.3889934148635936,-0.053621825023518366,0,0,0.22732770442962646,-0.037986889481544495
2008,Obama,Kansas,20187,FALSE,0,0,2126,827,188,0.22732770442962646,0.3889934148635936,0.41280068728522334,-0.02380727242162972,0,0,0.17170000076293945,0.05562770366668701
2004,Kerry,Kansas,20187,FALSE,0,0,2328,961,165,0.17170000076293945,0.41280068728522334,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20189,FALSE,0,0,5055,1998,241,0.12062062323093414,0.39525222551928785,0.42077151335311574,-0.025519287833827897,0,0,0.13305120170116425,-0.012430578470230103
2008,Obama,Kansas,20189,FALSE,0,0,5055,2127,283,0.13305120170116425,0.42077151335311574,0.41554116558741905,0.005230347765696697,0,0,0.1379999965429306,-0.004948794841766357
2004,Kerry,Kansas,20189,FALSE,0,0,5405,2246,310,0.1379999965429306,0.41554116558741905,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20191,FALSE,0,0,23668,8989,2617,0.2911336123943329,0.3797955044786209,0.4367500422511408,-0.05695453777251985,0,0,0.32436880469322205,-0.03323519229888916
2008,Obama,Kansas,20191,FALSE,0,0,23668,10337,3353,0.32436880469322205,0.4367500422511408,0.41511637271482643,0.02163366953631435,0,0,0.31209999322891235,0.012268811464309692
2004,Kerry,Kansas,20191,FALSE,0,0,24834,10309,3217,0.31209999322891235,0.41511637271482643,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20193,FALSE,0,0,7344,3388,576,0.17001180350780487,0.4613289760348584,0.5001361655773421,-0.03880718954248369,0,0,0.21426630020141602,-0.044254496693611145
2008,Obama,Kansas,20193,FALSE,0,0,7344,3673,787,0.21426630020141602,0.5001361655773421,0.4936087798579729,0.006527385719369172,0,0,0.2134000062942505,8.662939071655273e-4
2004,Kerry,Kansas,20193,FALSE,0,0,7745,3823,816,0.2134000062942505,0.4936087798579729,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20195,FALSE,0,0,2922,1544,289,0.1871761679649353,0.5284052019164955,0.5718685831622177,-0.04346338124572213,0,0,0.25134649872779846,-0.06417033076286316
2008,Obama,Kansas,20195,FALSE,0,0,2922,1671,420,0.25134649872779846,0.5718685831622177,0.534816247582205,0.03705233558001264,0,0,0.26159998774528503,-0.010253489017486572
2004,Kerry,Kansas,20195,FALSE,0,0,3102,1659,434,0.26159998774528503,0.534816247582205,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20197,FALSE,0,0,6879,3229,908,0.2812016010284424,0.46939962203808694,0.5118476522750399,-0.04244803023695298,0,0,0.29423460364341736,-0.013033002614974976
2008,Obama,Kansas,20197,FALSE,0,0,6879,3521,1036,0.29423460364341736,0.5118476522750399,0.5255170361553341,-0.01366938388029415,0,0,0.2833999991416931,0.010834604501724243
2004,Kerry,Kansas,20197,FALSE,0,0,6721,3532,1001,0.2833999991416931,0.5255170361553341,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20199,FALSE,0,0,1395,781,68,0.0870678648352623,0.5598566308243728,0.5763440860215053,-0.016487455197132572,0,0,0.11940299719572067,-0.032335132360458374
2008,Obama,Kansas,20199,FALSE,0,0,1395,804,96,0.11940299719572067,0.5763440860215053,0.5556278464541314,0.020716239567373895,0,0,0.13109999895095825,-0.01169700175523758
2004,Kerry,Kansas,20199,FALSE,0,0,1537,854,112,0.13109999895095825,0.5556278464541314,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20201,FALSE,0,0,5762,2863,515,0.1798812448978424,0.49687608469281497,0.5171815341895175,-0.020305449496702543,0,0,0.22114090621471405,-0.04125966131687164
2008,Obama,Kansas,20201,FALSE,0,0,5762,2980,659,0.22114090621471405,0.5171815341895175,0.5196029776674937,-0.0024214434779762373,0,0,0.20469999313354492,0.01644091308116913
2004,Kerry,Kansas,20201,FALSE,0,0,6045,3141,643,0.20469999313354492,0.5196029776674937,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20203,FALSE,0,0,2117,987,157,0.15906788408756256,0.46622579121398205,0.48134152102031175,-0.015115729806329692,0,0,0.15996070206165314,-8.928179740905762e-4
2008,Obama,Kansas,20203,FALSE,0,0,2117,1019,163,0.15996070206165314,0.48134152102031175,0.4587876144788487,0.022553906541463054,0,0,0.17399999499320984,-0.014039292931556702
2004,Kerry,Kansas,20203,FALSE,0,0,2293,1052,183,0.17399999499320984,0.4587876144788487,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20205,FALSE,0,0,9595,3699,813,0.21978913247585297,0.38551328817092234,0.42949452840020846,-0.04398124022928612,0,0,0.28391170501708984,-0.06412257254123688
2008,Obama,Kansas,20205,FALSE,0,0,9595,4121,1170,0.28391170501708984,0.42949452840020846,0.4421149519329106,-0.012620423532702152,0,0,0.2451999932527542,0.03871171176433563
2004,Kerry,Kansas,20205,FALSE,0,0,9778,4323,1060,0.2451999932527542,0.4421149519329106,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20207,FALSE,0,0,3271,1435,377,0.2627177834510803,0.43870376031794556,0.4888413329257108,-0.050137572607765246,0,0,0.3202000856399536,-0.05748230218887329
2008,Obama,Kansas,20207,FALSE,0,0,3271,1599,512,0.3202000856399536,0.4888413329257108,0.5020266357845976,-0.013185302858886805,0,0,0.30570000410079956,0.014500081539154053
2004,Kerry,Kansas,20207,FALSE,0,0,3454,1734,530,0.30570000410079956,0.5020266357845976,NA,NA,NA,NA,NA,NA
2012,Obama,Kansas,20209,FALSE,0,0,153968,49422,33265,0.6730808019638062,0.32098877688870414,0.3728631923516575,-0.05187441546295335,0,0,0.6944032907485962,-0.02132248878479004
2008,Obama,Kansas,20209,FALSE,0,0,153968,57409,39865,0.6944032907485962,0.3728631923516575,0.3425271113819188,0.030336080969738666,0,0,0.6608999967575073,0.03350329399108887
2004,Kerry,Kansas,20209,FALSE,0,0,154271,52842,34923,0.6608999967575073,0.3425271113819188,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21001,FALSE,0,0,17909,7600,1660,0.2184210568666458,0.42436763638394104,0.40750460662236865,0.01686302976157239,0,0,0.2285557985305786,-0.0101347416639328
2008,Obama,Kentucky,21001,FALSE,0,0,17909,7298,1668,0.2285557985305786,0.40750460662236865,0.4189288750354208,-0.011424268413052163,0,0,0.2386000007390976,-0.010044202208518982
2004,Kerry,Kentucky,21001,FALSE,0,0,17645,7392,1764,0.2386000007390976,0.4189288750354208,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21003,FALSE,0,0,19047,7100,1808,0.2546478807926178,0.37276211476873,0.38798760959731193,-0.015225494828581931,0,0,0.2738836109638214,-0.019235730171203613
2008,Obama,Kentucky,21003,FALSE,0,0,19047,7390,2024,0.2738836109638214,0.38798760959731193,0.389025389025389,-0.0010377794280770902,0,0,0.26989999413490295,0.003983616828918457
2004,Kerry,Kentucky,21003,FALSE,0,0,18315,7125,1923,0.26989999413490295,0.389025389025389,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21005,FALSE,0,0,21468,10320,3315,0.32122093439102173,0.480715483510341,0.49152226569778273,-0.010806782187441744,0,0,0.32808950543403625,-0.006868571043014526
2008,Obama,Kentucky,21005,FALSE,0,0,21468,10552,3462,0.32808950543403625,0.49152226569778273,0.47739602169981915,0.014126243997963583,0,0,0.3305000066757202,-0.00241050124168396
2004,Kerry,Kentucky,21005,FALSE,0,0,19908,9504,3141,0.3305000066757202,0.47739602169981915,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21007,FALSE,0,0,8200,3895,1189,0.3052631616592407,0.475,0.4951219512195122,-0.020121951219512213,0,0,0.35147780179977417,-0.04621464014053345
2008,Obama,Kentucky,21007,FALSE,0,0,8200,4060,1427,0.35147780179977417,0.4951219512195122,0.5048071072167458,-0.00968515599723363,0,0,0.42410001158714294,-0.07262220978736877
2004,Kerry,Kentucky,21007,FALSE,0,0,8217,4148,1759,0.42410001158714294,0.5048071072167458,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21009,FALSE,0,0,41419,16568,5400,0.3259294927120209,0.40000965740360706,0.40577995605881356,-0.005770298655206507,0,0,0.3233177065849304,0.002611786127090454
2008,Obama,Kentucky,21009,FALSE,0,0,41419,16807,5434,0.3233177065849304,0.40577995605881356,0.40735566787737165,-0.0015757118185580898,0,0,0.32519999146461487,-0.0018822848796844482
2004,Kerry,Kentucky,21009,FALSE,0,0,39371,16038,5216,0.32519999146461487,0.40735566787737165,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21011,FALSE,0,0,11708,4122,1770,0.4294032156467438,0.35206696276050564,0.3880252818585582,-0.03595831909805258,0,0,0.48646271228790283,-0.05705949664115906
2008,Obama,Kentucky,21011,FALSE,0,0,11708,4543,2210,0.48646271228790283,0.3880252818585582,0.4253444967730682,-0.03731921491450996,0,0,0.5347999930381775,-0.04833728075027466
2004,Kerry,Kentucky,21011,FALSE,0,0,11466,4877,2608,0.5347999930381775,0.4253444967730682,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21013,FALSE,0,0,29066,9482,2224,0.23454967141151428,0.32622307851097504,0.33021399573384713,-0.003990917222872092,0,0,0.289852112531662,-0.055302441120147705
2008,Obama,Kentucky,21013,FALSE,0,0,29066,9598,2782,0.289852112531662,0.33021399573384713,0.37181144139854433,-0.0415974456646972,0,0,0.38510000705718994,-0.09524789452552795
2004,Kerry,Kentucky,21013,FALSE,0,0,29402,10932,4210,0.38510000705718994,0.37181144139854433,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21015,FALSE,0,0,115999,52511,15629,0.2976328730583191,0.45268493693911155,0.43771066991956825,0.014974267019543297,0,0,0.3208729028701782,-0.02324002981185913
2008,Obama,Kentucky,21015,FALSE,0,0,115999,50774,16292,0.3208729028701782,0.43771066991956825,0.443053023698185,-0.0053423537786167485,0,0,0.27709999680519104,0.04377290606498718
2004,Kerry,Kentucky,21015,FALSE,0,0,100936,44720,12391,0.27709999680519104,0.443053023698185,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21017,FALSE,0,0,19732,7923,3075,0.38811057806015015,0.4015305088181634,0.4221569024934117,-0.020626393675248322,0,0,0.40636250376701355,-0.018251925706863403
2008,Obama,Kentucky,21017,FALSE,0,0,19732,8330,3385,0.40636250376701355,0.4221569024934117,0.41637719656722516,0.00577970592618654,0,0,0.392300009727478,0.014062494039535522
2004,Kerry,Kentucky,21017,FALSE,0,0,19576,8151,3198,0.392300009727478,0.41637719656722516,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21019,FALSE,0,0,48573,19049,7776,0.4082103967666626,0.3921726061803883,0.42554505589525043,-0.03337244971486214,0,0,0.4298984110355377,-0.021688014268875122
2008,Obama,Kentucky,21019,FALSE,0,0,48573,20670,8886,0.4298984110355377,0.42554505589525043,0.439757689102108,-0.014212633206857561,0,0,0.4684000015258789,-0.038501590490341187
2004,Kerry,Kentucky,21019,FALSE,0,0,49193,21633,10132,0.4684000015258789,0.439757689102108,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21021,FALSE,0,0,29173,12373,4471,0.36135134100914,0.4241250471326226,0.4331059541356734,-0.008980907003050764,0,0,0.3774436116218567,-0.016092270612716675
2008,Obama,Kentucky,21021,FALSE,0,0,29173,12635,4769,0.3774436116218567,0.4331059541356734,0.4382216886189484,-0.005115734483275014,0,0,0.37439998984336853,0.003043621778488159
2004,Kerry,Kentucky,21021,FALSE,0,0,28319,12410,4646,0.37439998984336853,0.4382216886189484,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21023,FALSE,0,0,8637,3232,1147,0.3548886179924011,0.374204006020609,0.3935394234109066,-0.019335417390297593,0,0,0.36510738730430603,-0.010218769311904907
2008,Obama,Kentucky,21023,FALSE,0,0,8637,3399,1241,0.36510738730430603,0.3935394234109066,0.41283768182867697,-0.019298258417770386,0,0,0.3391999900341034,0.025907397270202637
2004,Kerry,Kentucky,21023,FALSE,0,0,8662,3576,1213,0.3391999900341034,0.41283768182867697,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21025,FALSE,0,0,15652,5008,1562,0.31190094351768494,0.31995911065678506,0.3213646818297981,-0.0014055711730130427,0,0,0.4383698105812073,-0.12646886706352234
2008,Obama,Kentucky,21025,FALSE,0,0,15652,5030,2205,0.4383698105812073,0.3213646818297981,0.372729582116093,-0.05136490028629487,0,0,0.5669000148773193,-0.12853020429611206
2004,Kerry,Kentucky,21025,FALSE,0,0,15746,5869,3327,0.5669000148773193,0.372729582116093,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21027,FALSE,0,0,19144,7969,2825,0.3544986844062805,0.4162661930631007,0.4451525282072712,-0.028886335144170494,0,0,0.36493781208992004,-0.010439127683639526
2008,Obama,Kentucky,21027,FALSE,0,0,19144,8522,3110,0.36493781208992004,0.4451525282072712,0.44752286786866174,-0.0023703396613905525,0,0,0.3407000005245209,0.02423781156539917
2004,Kerry,Kentucky,21027,FALSE,0,0,18913,8464,2884,0.3407000005245209,0.44752286786866174,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21029,FALSE,0,0,74736,31779,9971,0.3137606680393219,0.4252167630057804,0.4111271676300578,0.014089595375722574,0,0,0.3312179148197174,-0.017457246780395508
2008,Obama,Kentucky,21029,FALSE,0,0,74736,30726,10177,0.3312179148197174,0.4111271676300578,0.4131327346322921,-0.0020055670022343097,0,0,0.3176000118255615,0.013617902994155884
2004,Kerry,Kentucky,21029,FALSE,0,0,68927,28476,9043,0.3176000118255615,0.4131327346322921,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21031,FALSE,0,0,13358,5060,1293,0.2555336058139801,0.3787992214403354,0.3972900134750711,-0.018490792034735692,0,0,0.2930091917514801,-0.0374755859375
2008,Obama,Kentucky,21031,FALSE,0,0,13358,5307,1555,0.2930091917514801,0.3972900134750711,0.4143316147351117,-0.017041601260040617,0,0,0.2590000033378601,0.034009188413619995
2004,Kerry,Kentucky,21031,FALSE,0,0,13383,5545,1436,0.2590000033378601,0.4143316147351117,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21033,FALSE,0,0,12884,5860,1852,0.316040962934494,0.4548276932629618,0.48113939770257685,-0.026311704439615058,0,0,0.35683178901672363,-0.040790826082229614
2008,Obama,Kentucky,21033,FALSE,0,0,12884,6199,2212,0.35683178901672363,0.48113939770257685,0.4952134337727558,-0.01407403607017893,0,0,0.35569998621940613,0.0011318027973175049
2004,Kerry,Kentucky,21033,FALSE,0,0,12744,6311,2245,0.35569998621940613,0.4952134337727558,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21035,FALSE,0,0,36204,15072,5317,0.35277336835861206,0.41630759032151143,0.42547784775162967,-0.009170257430118234,0,0,0.40022069215774536,-0.0474473237991333
2008,Obama,Kentucky,21035,FALSE,0,0,36204,15404,6165,0.40022069215774536,0.42547784775162967,0.42810727619916206,-0.0026294284475323892,0,0,0.3813000023365021,0.018920689821243286
2004,Kerry,Kentucky,21035,FALSE,0,0,35087,15021,5728,0.3813000023365021,0.42810727619916206,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21037,FALSE,0,0,87413,40177,15080,0.3753391206264496,0.45962271058080606,0.46099550410122064,-0.0013727935204145836,0,0,0.38767150044441223,-0.012332379817962646
2008,Obama,Kentucky,21037,FALSE,0,0,87413,40297,15622,0.38767150044441223,0.46099550410122064,0.45547466978000595,0.005520834321214696,0,0,0.3582000136375427,0.029471486806869507
2004,Kerry,Kentucky,21037,FALSE,0,0,87366,39793,14253,0.3582000136375427,0.45547466978000595,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21039,FALSE,0,0,5156,2619,750,0.28636884689331055,0.5079519006982157,0.5075640031031807,3.8789759503499166e-4,0,0,0.3358807861804962,-0.04951193928718567
2008,Obama,Kentucky,21039,FALSE,0,0,5156,2617,879,0.3358807861804962,0.5075640031031807,0.5361058601134215,-0.028541857010240812,0,0,0.3885999917984009,-0.05271920561790466
2004,Kerry,Kentucky,21039,FALSE,0,0,5290,2836,1102,0.3885999917984009,0.5361058601134215,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21041,FALSE,0,0,10636,3680,1629,0.4426630437374115,0.34599473486273036,0.36056788266265516,-0.014573147799924802,0,0,0.44745761156082153,-0.004794567823410034
2008,Obama,Kentucky,21041,FALSE,0,0,10636,3835,1716,0.44745761156082153,0.36056788266265516,0.374902950310559,-0.01433506764790382,0,0,0.43700000643730164,0.010457605123519897
2004,Kerry,Kentucky,21041,FALSE,0,0,10304,3863,1688,0.43700000643730164,0.374902950310559,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21043,FALSE,0,0,27040,8908,3383,0.37977099418640137,0.3294378698224852,0.36290680473372783,-0.03346893491124264,0,0,0.4398247003555298,-0.06005370616912842
2008,Obama,Kentucky,21043,FALSE,0,0,27040,9813,4316,0.4398247003555298,0.36290680473372783,0.4048512956419317,-0.041944490908203846,0,0,0.5070000290870667,-0.06717532873153687
2004,Kerry,Kentucky,21043,FALSE,0,0,27168,10999,5577,0.5070000290870667,0.4048512956419317,NA,NA,NA,NA,NA,NA
2012,Obama,Kentucky,21045,FALSE,0,0,16400,6091,1086,0.17829585075378418,0.37140243902439024,0.36323170731707316,0.00817073170731708,0,0,0.2046332061290741,-0.026337355375289917
