"state_abb","year","elxn_year","state_year_type","state_year_type2","grant_mil","state_incvote_avglast3"
"LA",1994,0,NA,NA,123.755923098373,0.45351562
"LA",1995,0,NA,NA,124.102182134044,0.45351562
"LA",1996,1,NA,NA,104.310161804223,0.45351562
"LA",1997,0,"swing + nonelection",NA,107.142759061383,0.51344895
"LA",1998,0,"swing + nonelection",NA,99.7928675259125,0.51344895
"LA",1999,0,"swing + nonelection",NA,108.001020245091,0.51344895
"LA",2000,1,"swing + election year","swing state
(successor election year)",108.985053358777,0.51344895
"LA",2001,0,"swing + nonelection",NA,121.08199016865,0.48237756
"LA",2002,0,"swing + nonelection",NA,133.200884234795,0.48237756
"LA",2003,0,"swing + nonelection",NA,136.827760848159,0.48237756
"LA",2004,1,"swing + election year","swing state
(incumbent re-election year)",131.476917256904,0.48237756
"LA",2005,0,NA,NA,190.474611017546,0.51569784
"LA",2006,0,NA,NA,377.432804318232,0.51569784
"LA",2007,0,NA,NA,235.318316780488,0.51569784
"LA",2008,1,NA,NA,188.589377953125,0.51569784
"MA",1984,1,"swing + election year","swing state
(incumbent re-election year)",450.279483780926,0.45822307
"MA",1985,0,"swing + nonelection",NA,467.571206058129,0.4779146
"MA",1986,0,"swing + nonelection",NA,451.550047556951,0.4779146
"MA",1987,0,"swing + nonelection",NA,443.653941863429,0.4779146
"MA",1988,1,"swing + election year","swing state
(successor election year)",489.006553370326,0.4779146
"MA",1989,0,"swing + nonelection",NA,465.516925820881,0.4916892
"MA",1990,0,"swing + nonelection",NA,571.820738669372,0.4916892
"MA",1991,0,"swing + nonelection",NA,704.960433207658,0.4916892
"MA",1992,1,"swing + election year","swing state
(incumbent re-election year)",691.55304652341,0.4916892
"MA",1993,0,NA,NA,824.784607109418,0.54892087
"MA",1994,0,NA,NA,847.760184726613,0.54892087
"MA",1995,0,NA,NA,843.943975551701,0.54892087
"MA",1996,1,NA,NA,803.462645298609,0.54892087
"MA",1997,0,"core + nonelection",NA,810.070127242612,0.6157147
"MA",1998,0,"core + nonelection",NA,848.067004301459,0.6157147
"MA",1999,0,"core + nonelection",NA,913.286499592374,0.6157147
"MA",2000,1,"core + election",NA,948.969020011669,0.6157147
"MA",2001,0,NA,NA,963.413662993885,0.34826156
"MA",2002,0,NA,NA,1030.53420561001,0.34826156
"MA",2003,0,NA,NA,1090.36046829255,0.34826156
"MA",2004,1,NA,NA,1092.89849983968,0.34826156
"MA",2005,0,NA,NA,1062.42632786259,0.3460932
"MA",2006,0,NA,NA,985.78068342765,0.3460932
"MA",2007,0,NA,NA,1058.70351393087,0.3460932
"MA",2008,1,NA,NA,1440.21442678571,0.3460932
"MD",1984,1,NA,NA,159.941454679045,0.52487224
"MD",1985,0,"swing + nonelection",NA,168.028649540513,0.49367657
"MD",1986,0,"swing + nonelection",NA,171.299301537074,0.49367657
"MD",1987,0,"swing + nonelection",NA,169.028222248062,0.49367657
"MD",1988,1,"swing + election year","swing state
(successor election year)",178.286438758278,0.49367657
"MD",1989,0,"swing + nonelection",NA,171.480837777576,0.50867605
"MD",1990,0,"swing + nonelection",NA,195.946583610556,0.50867605
"MD",1991,0,"swing + nonelection",NA,207.947166663628,0.50867605
"MD",1992,1,"swing + election year","swing state
(incumbent re-election year)",215.615051129335,0.50867605
"MD",1993,0,"swing + nonelection",NA,257.198522991279,0.51359314
"MD",1994,0,"swing + nonelection",NA,270.42649145675,0.51359314
"MD",1995,0,"swing + nonelection",NA,280.477859214426,0.51359314
"MD",1996,1,"swing + election year","swing state
(incumbent re-election year)",262.543885384284,0.51359314
"MD",1997,0,"core + nonelection",NA,279.498045571203,0.55157965
"MD",1998,0,"core + nonelection",NA,297.084164314955,0.55157965
"MD",1999,0,"core + nonelection",NA,327.55858064812,0.55157965
"MD",2000,1,"core + election",NA,390.641475998986,0.55157965
"MD",2001,0,NA,NA,413.753051458767,0.41530284
"MD",2002,0,NA,NA,436.009794215146,0.41530284
"MD",2003,0,NA,NA,402.874188276906,0.41530284
"MD",2004,1,NA,NA,400.554165981125,0.41530284
"MD",2005,0,NA,NA,379.926891740568,0.4210839
"MD",2006,0,NA,NA,379.527068542047,0.4210839
"MD",2007,0,NA,NA,389.143303622442,0.4210839
"MD",2008,1,NA,NA,422.166132291667,0.4210839
"ME",1984,1,"swing + election year","swing state
(incumbent re-election year)",75.184281476749,0.5461173
"ME",1985,0,"swing + nonelection",NA,76.7458816856355,0.54469925
"ME",1986,0,"swing + nonelection",NA,74.6004503380197,0.54469925
"ME",1987,0,"swing + nonelection",NA,71.3138524517124,0.54469925
"ME",1988,1,"swing + election year","swing state
(successor election year)",73.0490537334325,0.54469925
"ME",1989,0,"core + nonelection",NA,70.923282219709,0.56249875
"ME",1990,0,"core + nonelection",NA,80.7204914185655,0.56249875
"ME",1991,0,"core + nonelection",NA,92.9678924431327,0.56249875
"ME",1992,1,"core + election",NA,100.619899067374,0.56249875
"ME",1993,0,NA,NA,119.969981092105,0.46405247
"ME",1994,0,NA,NA,126.923822063268,0.46405247
"ME",1995,0,NA,NA,130.527232982289,0.46405247
"ME",1996,1,NA,NA,124.403151250559,0.46405247
"ME",1997,0,NA,NA,133.603447574216,0.54315656
"ME",1998,0,NA,NA,141.722267036341,0.54315656
"ME",1999,0,NA,NA,144.161083615117,0.54315656
"ME",2000,1,NA,NA,149.082309301677,0.54315656
"ME",2001,0,NA,NA,154.234862182138,0.42844722
"ME",2002,0,NA,NA,163.12258693134,0.42844722
"ME",2003,0,NA,NA,183.333963052288,0.42844722
"ME",2004,1,NA,NA,188.549912202017,0.42844722
"ME",2005,0,NA,NA,183.970599453207,0.43335673
"ME",2006,0,NA,NA,173.483477621415,0.43335673
"ME",2007,0,NA,NA,178.030715555608,0.43335673
"ME",2008,1,NA,NA,177.907648,0.43335673
"MI",1984,1,"swing + election year","swing state
(incumbent re-election year)",103.696259765262,0.54543686
"MI",1985,0,"core + nonelection",NA,99.3615377495389,0.5527884
"MI",1986,0,"core + nonelection",NA,99.1838233327845,0.5527884
"MI",1987,0,"core + nonelection",NA,91.6255516115969,0.5527884
"MI",1988,1,"core + election",NA,96.1925794766887,0.5527884
"MI",1989,0,"core + nonelection",NA,89.8704973678247,0.55690265
"MI",1990,0,"core + nonelection",NA,98.9555925328452,0.55690265
"MI",1991,0,"core + nonelection",NA,110.209296328824,0.55690265
"MI",1992,1,"core + election",NA,116.341064697255,0.55690265
"MI",1993,0,NA,NA,135.929118682001,0.4703026
"MI",1994,0,NA,NA,141.667768963477,0.4703026
"MI",1995,0,NA,NA,141.692049113129,0.4703026
"MI",1996,1,NA,NA,132.686946748375,0.4703026
"MI",1997,0,NA,NA,138.435447113945,0.52653843
"MI",1998,0,NA,NA,140.581431906317,0.52653843
"MI",1999,0,NA,NA,155.630597129688,0.52653843
"MI",2000,1,NA,NA,162.401168774146,0.52653843
"MI",2001,0,"swing + nonelection",NA,168.032897971592,0.4514194
"MI",2002,0,"swing + nonelection",NA,184.731145624401,0.4514194
"MI",2003,0,"swing + nonelection",NA,175.281855435101,0.4514194
"MI",2004,1,"swing + election year","swing state
(incumbent re-election year)",174.598529702876,0.4514194
"MI",2005,0,"swing + nonelection",NA,170.533693084273,0.46105045
"MI",2006,0,"swing + nonelection",NA,160.867123669645,0.46105045
"MI",2007,0,"swing + nonelection",NA,170.117666916831,0.46105045
"MI",2008,1,"swing + election year","swing state
(successor election year)",226.765944277108,0.46105045
"MN",1984,1,"swing + election year","swing state
(incumbent re-election year)",46.0448740291888,0.4798795
"MN",1985,0,"swing + nonelection",NA,44.5035621268803,0.4701757
"MN",1986,0,"swing + nonelection",NA,44.695289464848,0.4701757
"MN",1987,0,"swing + nonelection",NA,43.0120767604289,0.4701757
"MN",1988,1,"swing + election year","swing state
(successor election year)",42.7586340662546,0.4701757
"MN",1989,0,"swing + nonelection",NA,40.9651090740994,0.48047945
"MN",1990,0,"swing + nonelection",NA,42.2099142795947,0.48047945
"MN",1991,0,"swing + nonelection",NA,48.8449000166986,0.48047945
"MN",1992,1,"swing + election year","swing state
(incumbent re-election year)",52.5409364720649,0.48047945
"MN",1993,0,"swing + nonelection",NA,64.2137726038653,0.53787696
"MN",1994,0,"swing + nonelection",NA,64.526756920777,0.53787696
"MN",1995,0,"swing + nonelection",NA,66.9740485708203,0.53787696
"MN",1996,1,"swing + election year","swing state
(incumbent re-election year)",62.6259273346798,0.53787696
"MN",1997,0,"core + nonelection",NA,66.9837802555635,0.56883866
"MN",1998,0,"core + nonelection",NA,63.9143423920937,0.56883866
"MN",1999,0,"core + nonelection",NA,68.8927194889235,0.56883866
"MN",2000,1,"core + election",NA,72.4643857898261,0.56883866
"MN",2001,0,NA,NA,77.4666506153752,0.43870953
"MN",2002,0,NA,NA,85.3399009776032,0.43870953
"MN",2003,0,NA,NA,88.4355223169309,0.43870953
"MN",2004,1,NA,NA,89.3370344877353,0.43870953
"MN",2005,0,"swing + nonelection",NA,91.1148534284735,0.45857763
"MN",2006,0,"swing + nonelection",NA,83.3159689158761,0.45857763
"MN",2007,0,"swing + nonelection",NA,91.3959733078877,0.45857763
"MN",2008,1,"swing + election year","swing state
(successor election year)",102.684632287356,0.45857763
"MO",1984,1,NA,NA,32.7786855062232,0.54672617
"MO",1985,0,NA,NA,32.6139427127707,0.53916085
"MO",1986,0,NA,NA,29.2053175514561,0.53916085
"MO",1987,0,NA,NA,27.1243432830138,0.53916085
"MO",1988,1,NA,NA,27.5614642561167,0.53916085
"MO",1989,0,"core + nonelection",NA,29.8288135913342,0.55195695
"MO",1990,0,"core + nonelection",NA,32.2619276496027,0.55195695
"MO",1991,0,"core + nonelection",NA,37.5857546092909,0.55195695
"MO",1992,1,"core + election",NA,45.1200824714483,0.55195695
"MO",1993,0,NA,NA,51.1902828369148,0.4816177
"MO",1994,0,NA,NA,55.5936791356543,0.4816177
"MO",1995,0,NA,NA,55.6756136977513,0.4816177
"MO",1996,1,NA,NA,54.6229002820311,0.4816177
"MO",1997,0,"swing + nonelection",NA,56.0654356257187,0.52685696
"MO",1998,0,"swing + nonelection",NA,59.2315311300112,0.52685696
"MO",1999,0,"swing + nonelection",NA,63.13299160289,0.52685696
"MO",2000,1,"swing + election year","swing state
(successor election year)",68.6576157484864,0.52685696
"MO",2001,0,"swing + nonelection",NA,76.1491640856319,0.47219315
"MO",2002,0,"swing + nonelection",NA,84.6161156830462,0.47219315
"MO",2003,0,"swing + nonelection",NA,85.2287517903128,0.47219315
"MO",2004,1,"swing + election year","swing state
(incumbent re-election year)",82.7263046757819,0.47219315
"MO",2005,0,"swing + nonelection",NA,83.134565310794,0.5059487
"MO",2006,0,"swing + nonelection",NA,77.8542399392726,0.5059487
"MO",2007,0,"swing + nonelection",NA,84.7144924864701,0.5059487
"MO",2008,1,"swing + election year","swing state
(successor election year)",88.2153293217391,0.5059487
"MS",1984,1,"core + election",NA,29.8700710387905,0.59882784
"MS",1985,0,"swing + nonelection",NA,28.1130557617473,0.5399682
"MS",1986,0,"swing + nonelection",NA,28.1664107919824,0.5399682
"MS",1987,0,"swing + nonelection",NA,26.8652475768048,0.5399682
"MS",1988,1,"swing + election year","swing state
(successor election year)",27.7131925503381,0.5399682
"MS",1989,0,"core + nonelection",NA,26.3614064950566,0.5782604
"MS",1990,0,"core + nonelection",NA,32.1968893779828,0.5782604
"MS",1991,0,"core + nonelection",NA,34.56120674601,0.5782604
"MS",1992,1,"core + election",NA,40.3995887819729,0.5782604
"MS",1993,0,NA,NA,42.4579949362402,0.4075724
"MS",1994,0,NA,NA,46.4189828266852,0.4075724
"MS",1995,0,NA,NA,47.744365753439,0.4075724
"MS",1996,1,NA,NA,45.8496842892465,0.4075724
"MS",1997,0,NA,NA,47.0178782499909,0.43934402
"MS",1998,0,NA,NA,49.1067168328467,0.43934402
"MS",1999,0,NA,NA,53.3998650878328,0.43934402
"MS",2000,1,NA,NA,56.7474475549006,0.43934402
"MS",2001,0,"core + nonelection",NA,64.6031638276984,0.5542552
"MS",2002,0,"core + nonelection",NA,69.2622962990522,0.5542552
"MS",2003,0,"core + nonelection",NA,70.2084197487257,0.5542552
"MS",2004,1,"core + election",NA,69.7167344619368,0.5542552
"MS",2005,0,"core + nonelection",NA,83.9284855076949,0.57096565
"MS",2006,0,"core + nonelection",NA,202.289808011449,0.57096565
"MS",2007,0,"core + nonelection",NA,90.5668195999552,0.57096565
"MS",2008,1,"core + election",NA,79.2346188780488,0.57096565
"MT",1984,1,"core + election",NA,16.1813555266874,0.593112
"MT",1985,0,"core + nonelection",NA,17.1552138728918,0.59583664
"MT",1986,0,"core + nonelection",NA,16.0344050814785,0.59583664
"MT",1987,0,"core + nonelection",NA,15.6713760873282,0.59583664
"MT",1988,1,"core + election",NA,15.6391774572795,0.59583664
"MT",1989,0,"core + nonelection",NA,14.1929963634218,0.5931828
"MT",1990,0,"core + nonelection",NA,17.3654609981064,0.5931828
"MT",1991,0,"core + nonelection",NA,17.0198788491648,0.5931828
"MT",1992,1,"core + election",NA,20.0430737260417,0.5931828
"MT",1993,0,NA,NA,21.6180945493193,0.4581149
"MT",1994,0,NA,NA,23.1580565056125,0.4581149
"MT",1995,0,NA,NA,23.0826997365172,0.4581149
"MT",1996,1,NA,NA,22.6172222294229,0.4581149
"MT",1997,0,"swing + nonelection",NA,26.289805965909,0.4901615
"MT",1998,0,"swing + nonelection",NA,24.9498921249992,0.4901615
"MT",1999,0,"swing + nonelection",NA,30.5073649916067,0.4901615
"MT",2000,1,"swing + election year","swing state
(successor election year)",32.7788873418517,0.4901615
"MT",2001,0,NA,NA,35.7620385562699,0.54539907
"MT",2002,0,NA,NA,37.6974495245821,0.54539907
"MT",2003,0,NA,NA,36.0078666532238,0.54539907
"MT",2004,1,NA,NA,36.650598067571,0.54539907
"MT",2005,0,"core + nonelection",NA,38.5003553621224,0.5861462
"MT",2006,0,"core + nonelection",NA,36.507691593045,0.5861462
"MT",2007,0,"core + nonelection",NA,38.9479007870425,0.5861462
"MT",2008,1,"core + election",NA,36.141486,0.5861462
"NC",1984,1,"core + election",NA,42.6777036001038,0.5539132
"NC",1985,0,NA,NA,44.6857557052148,0.5252475
"NC",1986,0,NA,NA,46.0907726629411,0.5252475
"NC",1987,0,NA,NA,45.1212802179869,0.5252475
"NC",1988,1,NA,NA,45.7967376546249,0.5252475
"NC",1989,0,"core + nonelection",NA,46.8775434363197,0.57095027
"NC",1990,0,"core + nonelection",NA,57.8896218676369,0.57095027
"NC",1991,0,"core + nonelection",NA,61.8153900890969,0.57095027
"NC",1992,1,"core + election",NA,68.3473953716416,0.57095027
"NC",1993,0,NA,NA,77.205925030319,0.43118712
"NC",1994,0,NA,NA,81.0173726378373,0.43118712
"NC",1995,0,NA,NA,86.8412249459589,0.43118712
"NC",1996,1,NA,NA,90.0206629873174,0.43118712
"NC",1997,0,"swing + nonelection",NA,93.725403203865,0.4628467
"NC",1998,0,"swing + nonelection",NA,97.8767958655376,0.4628467
"NC",1999,0,"swing + nonelection",NA,101.952416330792,0.4628467
"NC",2000,1,"swing + election year","swing state
(successor election year)",111.903625763461,0.4628467
"NC",2001,0,"swing + nonelection",NA,114.889774800708,0.53150815
"NC",2002,0,"swing + nonelection",NA,126.502078590512,0.53150815
"NC",2003,0,"swing + nonelection",NA,131.350532082171,0.53150815
"NC",2004,1,"swing + election year","swing state
(incumbent re-election year)",138.028390148541,0.53150815
"NC",2005,0,"core + nonelection",NA,138.320752525527,0.5507865
"NC",2006,0,"core + nonelection",NA,136.462368454609,0.5507865
"NC",2007,0,"core + nonelection",NA,145.095904905502,0.5507865
"NC",2008,1,"core + election",NA,148.75790291,0.5507865
"ND",1984,1,"core + election",NA,16.1541522280712,0.62471104
"ND",1985,0,"core + nonelection",NA,14.6252239640893,0.6323953
"ND",1986,0,"core + nonelection",NA,13.3461859803674,0.6323953
"ND",1987,0,"core + nonelection",NA,13.1987392568371,0.6323953
"ND",1988,1,"core + election",NA,13.7854557617073,0.6323953
"ND",1989,0,"core + nonelection",NA,13.8855127629998,0.6443688
"ND",1990,0,"core + nonelection",NA,14.9284996942268,0.6443688
"ND",1991,0,"core + nonelection",NA,15.366245884198,0.6443688
"ND",1992,1,"core + election",NA,17.7404058192652,0.6443688
"ND",1993,0,NA,NA,19.9603165947553,0.39931786
"ND",1994,0,NA,NA,19.6459315428828,0.39931786
"ND",1995,0,NA,NA,20.5912149298656,0.39931786
"ND",1996,1,NA,NA,20.4280221364999,0.39931786
"ND",1997,0,NA,NA,26.5533749771361,0.43872875
"ND",1998,0,NA,NA,25.9264919934652,0.43872875
"ND",1999,0,NA,NA,24.4624209938967,0.43872875
"ND",2000,1,NA,NA,26.1316761672552,0.43872875
"ND",2001,0,"core + nonelection",NA,29.9907547285697,0.5883781
"ND",2002,0,"core + nonelection",NA,30.5169446131941,0.5883781
"ND",2003,0,"core + nonelection",NA,32.187636639228,0.5883781
"ND",2004,1,"core + election",NA,30.6786227308364,0.5883781
"ND",2005,0,"core + nonelection",NA,32.7718067350545,0.60849357
"ND",2006,0,"core + nonelection",NA,26.609947585133,0.60849357
"ND",2007,0,"core + nonelection",NA,27.0051179732274,0.60849357
"ND",2008,1,"core + election",NA,29.5760988679245,0.60849357
"NE",1984,1,"core + election",NA,12.7618318634079,0.67561924
"NE",1985,0,"core + nonelection",NA,12.7544164060903,0.67729354
"NE",1986,0,"core + nonelection",NA,11.711547651348,0.67729354
"NE",1987,0,"core + nonelection",NA,10.9684454425739,0.67729354
"NE",1988,1,"core + election",NA,11.3462891577966,0.67729354
"NE",1989,0,"core + nonelection",NA,9.94755565118231,0.67705274
"NE",1990,0,"core + nonelection",NA,12.5386609901438,0.67705274
"NE",1991,0,"core + nonelection",NA,14.271306624965,0.67705274
"NE",1992,1,"core + election",NA,16.28882012626,0.67705274
"NE",1993,0,NA,NA,19.0578158201648,0.35714734
"NE",1994,0,NA,NA,19.7227545666141,0.35714734
"NE",1995,0,NA,NA,18.9529455589586,0.35714734
"NE",1996,1,NA,NA,18.7766387844952,0.35714734
"NE",1997,0,NA,NA,20.0217930756969,0.39198044
"NE",1998,0,NA,NA,22.0550873542473,0.39198044
"NE",1999,0,NA,NA,23.4950704838046,0.39198044
"NE",2000,1,NA,NA,24.6244476634721,0.39198044
"NE",2001,0,"core + nonelection",NA,28.0610971540403,0.6234655
"NE",2002,0,"core + nonelection",NA,29.0308200599782,0.6234655
"NE",2003,0,"core + nonelection",NA,30.1574755886346,0.6234655
"NE",2004,1,"core + election",NA,29.5607373910171,0.6234655
"NE",2005,0,"core + nonelection",NA,29.491956905562,0.6419388
"NE",2006,0,"core + nonelection",NA,27.9336524333135,0.6419388
"NE",2007,0,"core + nonelection",NA,29.886014196211,0.6419388
"NE",2008,1,"core + election",NA,39.2962173010753,0.6419388
"NH",1984,1,"core + election",NA,82.8521661059288,0.6251409
"NH",1985,0,"core + nonelection",NA,73.9158598370085,0.63911533
"NH",1986,0,"core + nonelection",NA,68.919280929053,0.63911533
"NH",1987,0,"core + nonelection",NA,68.4854536862654,0.63911533
"NH",1988,1,"core + election",NA,69.0481225160765,0.63911533
"NH",1989,0,"core + nonelection",NA,61.7471524425164,0.66409105
"NH",1990,0,"core + nonelection",NA,75.7128285090745,0.66409105
"NH",1991,0,"core + nonelection",NA,91.6785242019777,0.66409105
"NH",1992,1,"core + election",NA,148.493347431042,0.66409105
"NH",1993,0,NA,NA,113.82529497177,0.39545643
"NH",1994,0,NA,NA,153.692636118831,0.39545643
"NH",1995,0,NA,NA,136.731917377198,0.39545643
"NH",1996,1,NA,NA,136.52616236855,0.39545643
"NH",1997,0,NA,NA,138.28226304082,0.47724527
"NH",1998,0,NA,NA,146.965989149955,0.47724527
"NH",1999,0,NA,NA,154.818085862464,0.47724527
"NH",2000,1,NA,NA,171.013944431195,0.47724527
"NH",2001,0,"swing + nonelection",NA,170.636519443985,0.4808686
"NH",2002,0,"swing + nonelection",NA,188.575313904013,0.4808686
"NH",2003,0,"swing + nonelection",NA,211.966046681932,0.4808686
"NH",2004,1,"swing + election year","swing state
(incumbent re-election year)",205.085717242212,0.4808686
"NH",2005,0,"swing + nonelection",NA,193.555212295463,0.4812228
"NH",2006,0,"swing + nonelection",NA,181.771511460788,0.4812228
"NH",2007,0,"swing + nonelection",NA,188.386626530427,0.4812228
"NH",2008,1,"swing + election year","swing state
(successor election year)",184.1574679,0.4812228
"NJ",1984,1,"core + election",NA,285.713338481316,0.5703925
"NJ",1985,0,"core + nonelection",NA,286.257869430859,0.56343734
"NJ",1986,0,"core + nonelection",NA,258.582171504041,0.56343734
"NJ",1987,0,"core + nonelection",NA,244.267377214532,0.56343734
"NJ",1988,1,"core + election",NA,257.736653192657,0.56343734
"NJ",1989,0,"core + nonelection",NA,236.7853427394,0.5827723
"NJ",1990,0,"core + nonelection",NA,296.636756145762,0.5827723
"NJ",1991,0,"core + nonelection",NA,331.870422750267,0.5827723
"NJ",1992,1,"core + election",NA,363.876534191681,0.5827723
"NJ",1993,0,NA,NA,493.200214479289,0.44665924
"NJ",1994,0,NA,NA,459.083386583517,0.44665924
"NJ",1995,0,NA,NA,486.938016706246,0.44665924
"NJ",1996,1,NA,NA,455.642501934903,0.44665924
"NJ",1997,0,NA,NA,470.021123436958,0.51495314
"NJ",1998,0,NA,NA,485.865327429636,0.51495314
"NJ",1999,0,NA,NA,485.20762078646,0.51495314
"NJ",2000,1,NA,NA,518.407921375167,0.51495314
"NJ",2001,0,NA,NA,530.340442259215,0.4346716
"NJ",2002,0,NA,NA,579.073076597408,0.4346716
"NJ",2003,0,NA,NA,597.332669694475,0.4346716
"NJ",2004,1,NA,NA,573.768186323266,0.4346716
"NJ",2005,0,NA,NA,543.199776638438,0.4281709
"NJ",2006,0,NA,NA,544.602727208641,0.4281709
"NJ",2007,0,NA,NA,587.128371606015,0.4281709
"NJ",2008,1,NA,NA,741.790800714286,0.4281709
"NM",1984,1,"core + election",NA,44.0894861515559,0.5789981
"NM",1985,0,"core + nonelection",NA,44.6202600731299,0.5716754
"NM",1986,0,"core + nonelection",NA,42.1215510498663,0.5716754
"NM",1987,0,"core + nonelection",NA,39.6432112735589,0.5716754
"NM",1988,1,"core + election",NA,41.9542000122572,0.5716754
"NM",1989,0,"core + nonelection",NA,41.124130325396,0.5758926
"NM",1990,0,"core + nonelection",NA,44.5212613304817,0.5758926
"NM",1991,0,"core + nonelection",NA,52.9505923186188,0.5758926
"NM",1992,1,"core + election",NA,62.3856255205793,0.5758926
"NM",1993,0,NA,NA,73.1794473600429,0.47427547
"NM",1994,0,NA,NA,74.0132226247988,0.47427547
"NM",1995,0,NA,NA,79.9083740446784,0.47427547
"NM",1996,1,NA,NA,81.0436364224745,0.47427547
"NM",1997,0,"swing + nonelection",NA,86.1940791840334,0.5221879
"NM",1998,0,"swing + nonelection",NA,89.5384567317916,0.5221879
"NM",1999,0,"swing + nonelection",NA,95.6199030325596,0.5221879
"NM",2000,1,"swing + election year","swing state
(successor election year)",103.67800963649,0.5221879
"NM",2001,0,"swing + nonelection",NA,114.88372444832,0.46933928
"NM",2002,0,"swing + nonelection",NA,124.388933758031,0.46933928
"NM",2003,0,"swing + nonelection",NA,124.831015257266,0.46933928
"NM",2004,1,"swing + election year","swing state
(incumbent re-election year)",134.131792016089,0.46933928
"NM",2005,0,"swing + nonelection",NA,126.00533476476,0.48781428
"NM",2006,0,"swing + nonelection",NA,121.862726280367,0.48781428
"NM",2007,0,"swing + nonelection",NA,131.373705788262,0.48781428
"NM",2008,1,"swing + election year","swing state
(successor election year)",139.382284939394,0.48781428
"NV",1984,1,"core + election",NA,38.7431553445408,0.61959165
"NV",1985,0,"core + nonelection",NA,39.9653052267701,0.631708
"NV",1986,0,"core + nonelection",NA,35.5747988868944,0.631708
"NV",1987,0,"core + nonelection",NA,32.1610508429173,0.631708
"NV",1988,1,"core + election",NA,34.2124279499311,0.631708
"NV",1989,0,"core + nonelection",NA,35.5184898018721,0.6602053
"NV",1990,0,"core + nonelection",NA,41.0252109528817,0.6602053
"NV",1991,0,"core + nonelection",NA,48.4628739573878,0.6602053
"NV",1992,1,"core + election",NA,58.5783750097804,0.6602053
"NV",1993,0,NA,NA,52.1798945972822,0.4123017
"NV",1994,0,NA,NA,71.7268702599405,0.4123017
"NV",1995,0,NA,NA,83.552646377917,0.4123017
"NV",1996,1,NA,NA,75.4871051836032,0.4123017
"NV",1997,0,"swing + nonelection",NA,87.5159399229169,0.47197574
"NV",1998,0,"swing + nonelection",NA,82.5585266423187,0.47197574
"NV",1999,0,"swing + nonelection",NA,94.7719284563604,0.47197574
"NV",2000,1,"swing + election year","swing state
(successor election year)",100.190792084108,0.47197574
"NV",2001,0,"swing + nonelection",NA,106.508632061548,0.49815178
"NV",2002,0,"swing + nonelection",NA,122.982587435466,0.49815178
"NV",2003,0,"swing + nonelection",NA,125.014742151362,0.49815178
"NV",2004,1,"swing + election year","swing state
(incumbent re-election year)",143.075861716133,0.49815178
"NV",2005,0,"swing + nonelection",NA,168.948531773786,0.50862634
"NV",2006,0,"swing + nonelection",NA,148.432461609327,0.50862634
"NV",2007,0,"swing + nonelection",NA,178.049778556493,0.50862634
"NV",2008,1,"swing + election year","swing state
(successor election year)",177.352810941176,0.50862634
"NY",1984,1,"swing + election year","swing state
(incumbent re-election year)",400.768185795262,0.52645844
"NY",1985,0,"swing + nonelection",NA,393.997835632507,0.510882
"NY",1986,0,"swing + nonelection",NA,395.026412824947,0.510882
"NY",1987,0,"swing + nonelection",NA,394.057129286614,0.510882
"NY",1988,1,"swing + election year","swing state
(successor election year)",384.738046727859,0.510882
"NY",1989,0,"swing + nonelection",NA,393.570189765014,0.511402
"NY",1990,0,"swing + nonelection",NA,430.868741122936,0.511402
"NY",1991,0,"swing + nonelection",NA,480.147967286375,0.511402
"NY",1992,1,"swing + election year","swing state
(incumbent re-election year)",566.343877686196,0.511402
"NY",1993,0,NA,NA,619.608473314821,0.5250974
"NY",1994,0,NA,NA,620.216948014488,0.5250974
"NY",1995,0,NA,NA,634.749534977479,0.5250974
"NY",1996,1,NA,NA,638.113474866854,0.5250974
"NY",1997,0,"core + nonelection",NA,659.556699200991,0.59188145
"NY",1998,0,"core + nonelection",NA,661.840459000078,0.59188145
"NY",1999,0,"core + nonelection",NA,663.434278826524,0.59188145
"NY",2000,1,"core + election",NA,725.275515177787,0.59188145
"NY",2001,0,NA,NA,730.924374062158,0.3713836
"NY",2002,0,NA,NA,854.255587393942,0.3713836
"NY",2003,0,NA,NA,936.737865510585,0.3713836
"NY",2004,1,NA,NA,957.911512065535,0.3713836
"NY",2005,0,NA,NA,843.507931958517,0.37201887
"NY",2006,0,NA,NA,817.998126312425,0.37201887
"NY",2007,0,NA,NA,857.174125939917,0.37201887
"NY",2008,1,NA,NA,920.750786155172,0.37201887
"OH",1984,1,"core + election",NA,94.0166447139001,0.555439
"OH",1985,0,"core + nonelection",NA,93.1918158821342,0.5502255
"OH",1986,0,"core + nonelection",NA,94.089346844652,0.5502255
"OH",1987,0,"core + nonelection",NA,89.4275505713443,0.5502255
"OH",1988,1,"core + election",NA,94.3775748465937,0.5502255
"OH",1989,0,"core + nonelection",NA,89.379179530506,0.56893414
"OH",1990,0,"core + nonelection",NA,106.010907662337,0.56893414
"OH",1991,0,"core + nonelection",NA,111.787487641106,0.56893414
"OH",1992,1,"core + election",NA,120.455030884975,0.56893414
"OH",1993,0,NA,NA,146.720937501058,0.45407802
"OH",1994,0,NA,NA,149.351934704082,0.45407802
"OH",1995,0,NA,NA,154.703423202972,0.45407802
"OH",1996,1,NA,NA,154.777582636632,0.45407802
"OH",1997,0,"swing + nonelection",NA,144.469603842462,0.49763682
"OH",1998,0,"swing + nonelection",NA,157.064629150901,0.49763682
"OH",1999,0,"swing + nonelection",NA,161.460705234394,0.49763682
