year,state,VEP,VAP
1982,Virginia,3960296,4076585
1982,Washington,2999997,3138109
1982,West Virginia,1399303,1409116
1982,Wisconsin,3372875,3426394
1982,Wyoming,344218,349060
1980,United States,159635102,164445475
1980,Alabama,2726249,2753078
1980,Alaska,270122,277261
1980,Arizona,1890167,1968947
1980,Arkansas,1610104,1624917
1980,California,15610966,17551451
1980,Colorado,2071959,2118092
1980,Connecticut,2201356,2305904
1980,Delaware,421344,430879
1980,District of Columbia,470956,496230
1980,Florida,7088658,7575002
1980,Georgia,3791652,3870251
1980,Hawaii,646583,695906
1980,Idaho,633624,644004
1980,Illinois,7868300,8216218
1980,Indiana,3846321,3885473
1980,Iowa,2070935,2093321
1980,Kansas,1704420,1726471
1980,Kentucky,2562572,2592185
1980,Louisiana,2868792,2910776
1980,Maine,799746,810240
1980,Maryland,2964704,3081409
1980,Massachusetts,4110721,4281265
1980,Michigan,6374955,6514790
1980,Minnesota,2882406,2929927
1980,Mississippi,1704163,1719825
1980,Missouri,3529489,3571609
1980,Montana,554636,559165
1980,Nebraska,1115142,1129653
1980,Nevada,573118,602463
1980,New Hampshire,660560,671558
1980,New Jersey,5123773,5420255
1980,New Mexico,873515,897946
1980,New York,12006100,12932357
1980,North Carolina,4203817,4272156
1980,North Dakota,462223,465447
1980,Ohio,7637813,7732705
1980,Oklahoma,2162051,2201257
1980,Oregon,1880863,1925651
1980,Pennsylvania,8664166,8774885
1980,Rhode Island,675067,709692
1980,South Carolina,2176721,2212354
1980,South Dakota,484328,486893
1980,Tennessee,3285608,3318036
1980,Texas,9572904,10120613
1980,Utah,915484,934767
1980,Vermont,363143,369147
1980,Virginia,3830887,3927383
1980,Washington,2923670,3037193
1980,West Virginia,1387231,1396595
1980,Wisconsin,3322053,3371087
1980,Wyoming,326644,330784
2016,United States,230931921.4187018,250055734
2016,Alabama,3609447.0466447496,3770142
2016,Alaska,522679.48070152896,555367
2016,Arizona,4740309.714886534,5331034
2016,Arkansas,2140097.3149576252,2286625
2016,California,25104843.604425017,30201571
2016,Colorado,3974405.4299464957,4305728
2016,Connecticut,2582760.698714465,2821935
2016,Delaware,691720.362018256,749872
2016,District of Columbia,515248.491451914,562329
2016,Florida,14601066.180378672,16565588
2016,Georgia,6959962.723713841,7828207
2016,Hawaii,1012859.80627427,1120465
2016,Idaho,1166705.9287973752,1253925
2016,Illinois,8985442.595061442,9866799
2016,Indiana,4849936.893840414,5063393
2016,Iowa,2288536.45443637,2406915
2016,Kansas,2054025.4521446452,2192423
2016,Kentucky,3282420.2264879877,3430652
2016,Louisiana,3384434.6941816276,3571652
2016,Maine,1058372.474259187,1078037
2016,Maryland,4189616.3319449,4670900
2016,Massachusetts,4948028.037642483,5442458
2016,Michigan,7420628.345629425,7744567
2016,Minnesota,3973203.633484636,4240423
2016,Mississippi,2191240.774156506,2268089
2016,Missouri,4517924.74323584,4710784
2016,Montana,804250.46270928,817702
2016,Nebraska,1343820.517152505,1436437
2016,Nevada,1961586.595133186,2276281
2016,New Hampshire,1042795.401009863,1076739
2016,New Jersey,6013655.777734984,6959892
2016,New Mexico,1464514.781820075,1591069
2016,New York,13604645.247180376,15557982
2016,North Carolina,7352500.749922196,7880013
2016,North Dakota,566783.096739048,581188
2016,Ohio,8736807.846820975,9007953
2016,Oklahoma,2778218.72906224,2965905
2016,Oregon,3024174.129164682,3244277
2016,Pennsylvania,9691159.72906941,10108486
2016,Rhode Island,786012.07415575,848975
2016,South Carolina,3709283.2473505,3883145
2016,South Dakota,631173.182139184,653841
2016,Tennessee,4909425.946757243,5164969
2016,Texas,17448909.75107195,20671564
2016,Utah,1991885.170318432,2144784
2016,Vermont,494870.952235264,506048
2016,Virginia,6027152.41671601,6551390
2016,Washington,5123019.658970346,5691833
2016,West Virginia,1423030.933409565,1453201
2016,Wisconsin,4285071.015927607,4495783
2016,Wyoming,429681.56698944396,446396
