year,party,candidate,state,city,latitude,longitude,full_address
2012,democrat,Obama,IA,Des Moines,41.552399,-93.625298,"3505 SW 9th, Des Moines, IA"
2012,democrat,Obama,IA,North Liberty,41.749599,-91.603699,"70 Circle Dr, Unit D, North Liberty, IA"
2012,democrat,Obama,IA,Storm Lake,42.646702,-95.1912,"813 Flindt Dr, Storm Lake, IA"
2012,democrat,Obama,IA,Toledo,41.995602,-92.578102,"114 E High St, Toledo, IA"
2012,democrat,Obama,IA,Keokuk,40.395302,-91.382599,"401 Main St Ste 3, Keokuk, IA"
2012,democrat,Obama,IA,Des Moines,41.604099,-93.573997,"2307 Hubbell Ave, Des Moines, IA"
2012,democrat,Obama,IA,Atlantic,41.405899,-95.013,"511 Chestnut St, Atlantic, IA"
2012,democrat,Obama,ID,Meridian,43.588402,-116.405,"943 W. Overland Rd., Suite 126, Meridian, ID"
2012,democrat,Obama,IL,Lombard,41.907902,-88.036598,"1000-7 Rohlwing Road, Lombard, IL"
2012,democrat,Obama,IL,Chicago,41.879002,-87.626099,"218 S Wabash St, Suite 500, Chicago, IL"
2012,democrat,Obama,IL,Rockford,42.272301,-89.095299,"119 N Church St, #100, Rockford, IL"
2012,democrat,Obama,IL,Hazel Crest,41.557201,-87.696899,"3310 W. 183rd St, Hazel Crest, IL"
2012,democrat,Obama,IN,Indianapolis,39.7882,-86.1549,"111 East 16th Street, Suite #1, Indianapolis, IN"
2012,democrat,Obama,KS,Prairie Village,38.965302,-94.638,"4500 W 90th Terrace, Suite 201, Prairie Village, KS"
2012,democrat,Obama,KY,Louisville,38.245899,-85.728203,"617 Baxter Ave., Louisville, KY"
2012,democrat,Obama,LA,New Orleans,29.969999,-90.105598,"4221 South Carrollton Ave. B, New Orleans, LA"
2012,democrat,Obama,MA,Boston,42.354198,-71.058899,"77 Summer St. 10th Floor, Boston, MA"
2012,democrat,Obama,MA,Holyoke,42.207901,-72.602898,"4 Open Square Suite 218, Holyoke, MA"
2012,democrat,Obama,MD,Kensington,39.0322,-77.073799,"3750 University Blvd. W., Kensington, MD"
2012,democrat,Obama,ME,Portland,43.668098,-70.279701,"533 Forest Ave, 2nd Floor, Portland, ME"
2012,democrat,Obama,ME,Bangor,44.801701,-68.768898,"205 Exchange Street, Bangor, ME"
2012,democrat,Obama,ME,Auburn,44.0975,-70.2286,"158 Court Street, Auburn, ME"
2012,democrat,Obama,MI,Detroit,42.339901,-83.061996,"2727 Second Avenue, Suite 200, Detroit, MI"
2012,democrat,Obama,MI,Ann Arbor,42.244099,-83.738602,"455 E. Eisenhower Pkwy, Suite 65, Ann Arbor, MI"
2012,democrat,Obama,MI,Pontiac,42.636902,-83.291397,"4 North Saginaw, Pontiac, MI"
2012,democrat,Obama,MI,Kalamazoo,42.258598,-85.5896,"3244 S. Westnedge Avenue, Kalamazoo, MI"
2012,democrat,Obama,MI,Dearborn,42.3218,-83.178001,"13742 Michigan Avenue, Dearborn, MI"
2012,democrat,Obama,MI,Lansing,42.733299,-84.512604,"2722 E. Michigan Avenue, Ste. 103, Lansing, MI"
2012,democrat,Obama,MI,Sterling Heights,42.568802,-83.029602,"37378 Van Dyke Avenue, Sterling Heights, MI"
2012,democrat,Obama,MI,Flint,42.9832,-83.676201,"4400 S. Saginaw, Suite 1370, Flint, MI"
2012,democrat,Obama,MI,Saginaw,43.418201,-83.963501,"122 North Michigan Avenue, Saginaw, MI"
2012,democrat,Obama,MI,Royal Oak,42.496101,-83.144798,"811 N. Main Street, Royal Oak, MI"
2012,democrat,Obama,MI,Grand Rapids,42.969299,-85.640099,"345 Fuller Avenue, NE, Suite 1, Grand Rapids, MI"
2012,democrat,Obama,MI,Warren,42.506302,-83.023499,"8322 E 12 Mile, Warren, MI"
2012,democrat,Obama,MI,Traverse City,44.755199,-85.600403,"703 Rose Street, Traverse City, MI"
2012,democrat,Obama,MI,Ann Arbor,42.283901,-83.747299,"325 Braun Court, Ann Arbor, MI"
2012,democrat,Obama,MI,Marquette,46.545799,-87.4105,"832 W. Washington Street, Marquette, MI"
2012,democrat,Obama,MI,Mount Pleasant,43.604698,-84.770599,"122 North Kinney Street, Mount Pleasant, MI"
2012,democrat,Obama,MI,Alpena,45.093201,-83.457298,"2205 US 23 S, Suite 126, Alpena, MI"
2012,democrat,Obama,MI,Brownstown,42.1693,-83.269402,"18708 Telegraph Rd., Brownstown, MI"
2012,democrat,Obama,MI,Muskegon,43.233799,-86.255798,"490 W. Western Ave, Muskegon, MI"
2012,democrat,Obama,MI,Wyandotte,42.197701,-83.151199,"3509 Biddle Avenue, Wyandotte, MI"
2012,democrat,Obama,MI,Jackson,42.247398,-84.417297,"500 W. Michigan Avenue, Suite 1, Jackson, MI"
2012,democrat,Obama,MI,Battle Creek,42.2985,-85.211098,"596 W. Columbia, Battle Creek, MI"
2012,democrat,Obama,MI,Benton Harbor,42.116798,-86.4534,"209 E. Main Street, Benton Harbor, MI"
2012,democrat,Obama,MI,Grosse Pointe Park,42.384998,-82.945198,"14929-14931 Charlevoix, Grosse Pointe Park, MI"
2012,democrat,Obama,MI,Ypsilanti,42.242001,-83.613197,"61 N. Huron, Ypsilanti, MI"
2012,democrat,Obama,MI,Southfield,42.504299,-83.222702,"29207 Southfield Road, Southfield, MI"
2012,democrat,Obama,MI,Detroit,42.443501,-83.142097,"20225 Livernois Avenue, Detroit, MI"
2012,democrat,Obama,MI,Detroit,42.326099,-83.081596,"2810 W. Vernor Highway, Detroit, MI"
2012,democrat,Obama,MN,Minneapolis,44.972198,-93.2183,"2722 University Ave SE, Minneapolis, MN"
2012,democrat,Obama,MN,Hopkins,44.924702,-93.413101,"1007 Main St, Hopkins, MN"
2012,democrat,Obama,MN,Duluth,46.784698,-92.100998,"210 W Superior St, Duluth, MN"
2012,democrat,Obama,MN,Saint Paul,44.946499,-93.139099,"920A Selby Ave, Saint Paul, MN"
2012,democrat,Obama,MN,Rochester,44.031601,-92.479897,"1107 7th St NW, Rochester, MN"
2012,democrat,Obama,MN,Eagan,44.827,-93.165298,"1380 Duckwood Dr, #103, Eagan, MN"
2012,democrat,Obama,MN,Minneapolis,44.999298,-93.299599,"1505 West Broadway Ave, Minneapolis, MN"
2012,democrat,Obama,MN,Coon Rapids,45.145802,-93.267303,"9696 University Avenue Northwest, Coon Rapids, MN"
2012,democrat,Obama,MN,Virginia,47.5196,-92.532898,"506 2nd Ave W, Virginia, MN"
2012,democrat,Obama,MN,Oakdale,44.998402,-92.964996,"6993 35th St N, Oakdale, MN"
2012,democrat,Obama,MN,Mankato,44.161701,-94.008102,"110 E. Liberty St., Mankato, MN"
2012,democrat,Obama,MN,St. Cloud,45.560699,-94.1576,"14 5th Ave S, #300, St. Cloud, MN"
2012,democrat,Obama,MO,St. Louis,38.634102,-90.207199,"1925 Washington Avenue, St. Louis, MO"
2012,democrat,Obama,MO,Kansas City,39.061901,-94.591698,"3600 Broadway St #108, Kansas City, MO"
2012,democrat,Obama,MS,Jackson,32.3102,-90.180801,"832 North Congress Street, Jackson, MS"
2012,democrat,Obama,MT,Bozeman,45.6782,-111.033,"234 E. Babcock St., Suite 1, Bozeman, MT"
2012,democrat,Obama,MT,Missoula,46.850101,-113.987,"800 Kensington LL3, Missoula, MT"
2012,democrat,Obama,NC,Raleigh,35.7794,-78.6371,"130 East Morgan, Raleigh, NC"
2012,democrat,Obama,NC,Greensboro,36.0746,-79.791801,"229 North Greene St, Greensboro, NC"
2012,democrat,Obama,NC,Fayetteville,35.0756,-78.925102,"894-B Elm Street, Fayetteville, NC"
2012,democrat,Obama,NC,Durham,35.987801,-78.900002,"401 East Lakewood, Durham, NC"
2012,democrat,Obama,NC,Wilmington,34.215199,-77.888298,"4401 Wrightsville Avenue, Wilmington, NC"
2012,democrat,Obama,NC,Chapel Hill,35.909901,-79.064102,"505 B West Franklin Street, Chapel Hill, NC"
2012,democrat,Obama,NC,Asheville,35.5909,-82.558197,"230 Hilliard Avenue, Asheville, NC"
2012,democrat,Obama,NC,Winston-Salem,36.098099,-80.2509,"633 W. 4th Street, Suite 110, Winston-Salem, NC"
2012,democrat,Obama,NC,Cary,35.7869,-78.784698,"237 W Chatham Street, Cary, NC"
2012,democrat,Obama,NC,Charlotte,35.229198,-80.835503,"301 East 9th Street, suite 160, Charlotte, NC"
2012,democrat,Obama,NC,Goldsboro,35.383999,-77.9963,"138 N Center St, Goldsboro, NC"
2012,democrat,Obama,NC,Lumberton,34.619701,-79.010002,"128 W 5th Street, Lumberton, NC"
2012,democrat,Obama,NC,Greenville,35.587898,-77.374603,"214 A E. Arlington St, Greenville, NC"
2012,democrat,Obama,NC,Charlotte,35.277699,-80.7285,"2750 E WT Harris Blvd Suite 100, Charlotte, NC"
2012,democrat,Obama,NC,Statesville,35.784698,-80.883904,"233 E Front Street, Statesville, NC"
2012,democrat,Obama,NC,Rocky Mount,35.960999,-77.827599,"2509 Sunset Ave, Rocky Mount, NC"
2012,democrat,Obama,NC,High Point,35.948898,-80.003899,"652 N Main St, High Point, NC"
2012,democrat,Obama,NC,Gastonia,35.262402,-81.1511,"1626 East Franklin Blvd, Suite B, Gastonia, NC"
2012,democrat,Obama,NC,Concord,35.444199,-80.600098,"528 Lake Concord Rd, Concord, NC"
2012,democrat,Obama,NC,Burlington,36.0951,-79.434601,"122 A N Main St, Burlington, NC"
2012,democrat,Obama,NC,Indian Trail,35.068699,-80.676903,"553 Indian Trail Road, Suite C, Indian Trail, NC"
2012,democrat,Obama,NC,Charlotte,35.216301,-80.883301,"1560 West Blvd., Suite B, Charlotte, NC"
2012,democrat,Obama,NC,Raleigh,35.825298,-78.606499,"2609 Atlantic Ave, Raleigh, NC"
2012,democrat,Obama,NC,Wilson,35.7248,-77.912804,"207 Tarboro St. W, Wilson, NC"
2012,democrat,Obama,NC,Henderson,36.326099,-78.404198,"219 S Garnett St, Henderson, NC"
2012,democrat,Obama,NC,Supply,34.037601,-78.225998,"1420 Old Ocean Highway, Supply, NC"
2012,democrat,Obama,NC,Louisburg,36.098999,-78.300499,"108 E. Nash Street, Louisburg, NC"
2012,democrat,Obama,NC,Salisbury,35.681099,-80.482002,"1411 W Innes Street, Salisbury, NC"
2012,democrat,Obama,NC,Hendersonville,35.3274,-82.468498,"1507 E Haywood Road, Hendersonville, NC"
2012,democrat,Obama,NC,Garner,35.7257,-78.642899,"148 Donmoor Court, Garner, NC"
2012,democrat,Obama,NC,Winston-Salem,36.147701,-80.264397,"8100 North Point Blvd  Suite N, Winston-Salem, NC"
2012,democrat,Obama,NC,Lexington,35.8279,-80.2733,"408-A National Blvd., Suite A, Lexington, NC"
2012,democrat,Obama,NC,Jacksonville,34.747601,-77.376602,"99 Village Drive Suite 6, Jacksonville, NC"
2012,democrat,Obama,NC,New Bern,35.106602,-77.053596,"1208 Pollock Street, New Bern, NC"
2012,democrat,Obama,NC,Kinston,35.270699,-77.6017,"1500 W Vernon, Kinston, NC"
2012,democrat,Obama,NC,Oxford,36.3106,-78.591103,"100 Broad St, Oxford, NC"
2012,democrat,Obama,NC,Sanford,35.482101,-79.1763,"143 Charlotte Ave, Suite 101, Sanford, NC"
2012,democrat,Obama,NC,Hickory,35.723499,-81.360901,"806 12th Street SW, Hickory, NC"
2012,democrat,Obama,NC,Shelby,35.2896,-81.540604,"236 S. Lafayette, Shelby, NC"
2012,democrat,Obama,NC,Charlotte,35.214901,-80.7808,"3704 Central Ave, Eastway Crossing Shopping Center, Charlotte, NC"
2012,democrat,Obama,NC,Roanoke Rapids,36.441898,-77.641998,"1620 E 10th Street, Suite 144, Roanoke Rapids, NC"
2012,democrat,Obama,NC,Durham,36.006401,-78.884201,"1418 Avondale Dr, Unit 10, Durham, NC"
2012,democrat,Obama,NC,Windsor,35.998299,-76.946503,"101 South King St., Windsor, NC"
2012,democrat,Obama,NC,Smithfield,35.515202,-78.326897,"822 N. Brightleaf Blvd, Smithfield, NC"
2012,democrat,Obama,NC,Boone,36.219101,-81.683502,"130 North Depot Street, Boone, NC"
2012,democrat,Obama,NC,Hillsborough,36.083401,-79.080002,"101 North Scotswood Boulevard, Suite K, Hillsborough, NC"
2012,democrat,Obama,NC,Elizabeth City,36.2994,-76.242203,"305 S Hughes Blvd, Elizabeth City, NC"
2012,democrat,Obama,NC,Rockingham,34.926998,-79.7584,"908 E. Broad Avenue, Rockingham, NC"
2012,democrat,Obama,NC,Charlotte,35.1413,-80.736504,"1805 Sardis Rd North, #110, Charlotte, NC"
2012,democrat,Obama,NC,Knightdale,35.8004,-78.475601,"861 Old Knight Road, Suite 107, Knightdale, NC"
2012,democrat,Obama,NC,Warsaw,35.000099,-78.094002,"206 North Front Street, Warsaw, NC"
2012,democrat,Obama,NC,Huntersville,35.408199,-80.863403,"14229 W. Reese Boulevard, Suite B-3, Huntersville, NC"
2012,democrat,Obama,NC,Fuquay-Varina,35.594002,-78.795097,"405 Broad Street, Fuquay-Varina, NC"
2012,democrat,Obama,NC,Fayetteville,35.028599,-78.962799,"3037-C Boone Trail Extension, Fayetteville, NC"
2012,democrat,Obama,ND,Fargo,46.874199,-96.790703,"720 Main Ave, Suite 203, Fargo, ND"
2012,democrat,Obama,NE,Omaha,41.2598,-96.031502,"347 N. 76th St, Omaha, NE"
2012,democrat,Obama,NH,Portsmouth,43.068802,-70.771004,"125 Brewery Lane, Portsmouth, NH"
2012,democrat,Obama,NH,Dover,43.205898,-70.875504,"660 Central Avenue, Unit 102, Dover, NH"
2012,democrat,Obama,NH,Nashua,42.762299,-71.466103,"97 Main Street, Nashua, NH"
2012,democrat,Obama,NH,Lebanon,43.639801,-72.256599,"85 Mechanic Street, Unit 140, Lebanon, NH"
2012,democrat,Obama,NH,Keene,42.932499,-72.288002,"294 West Street, Unit 3, Keene, NH"
2012,democrat,Obama,NH,Laconia,43.527802,-71.469902,"571 Main Street, Laconia, NH"
2012,democrat,Obama,NH,Exeter,42.9781,-70.9599,"134 Front Street, Exeter, NH"
2012,democrat,Obama,NH,Conway,43.978802,-71.118896,"6 Main Street, Unit A, Conway, NH"
2012,democrat,Obama,NH,Salem,42.783501,-71.217201,"202 Main Street, Unit G-1, Salem, NH"
2012,democrat,Obama,NH,Manchester,42.980999,-71.453003,"228 Maple Street, 3rd Floor, Manchester, NH"
2012,democrat,Obama,NH,Claremont,43.367599,-72.341103,"149 Pleasant St, Claremont, NH"
2012,democrat,Obama,NH,Peterborough,42.872299,-71.950104,"76 Grove Street, Peterborough, NH"
2012,democrat,Obama,NH,Plymouth,43.770802,-71.756798,"612 Tenney Mountain Highway, Plymouth, NH"
2012,democrat,Obama,NH,Berlin,44.470798,-71.1791,"217 Main Street, Berlin, NH"
2012,democrat,Obama,NH,Littleton,44.3064,-71.771599,"32 Main Street, 104, Littleton, NH"
2012,democrat,Obama,NH,Hampton,42.939701,-70.830803,"150 High Street, Hampton, NH"
2012,democrat,Obama,NH,Rochester,43.304798,-70.974098,"63 Hanson Street, Rochester, NH"
2012,democrat,Obama,NH,Epping,43.043098,-71.062599,"285 Calef Highway, Unit 12B, Epping, NH"
2012,democrat,Obama,NH,Milford,42.835602,-71.648003,"54 Nashua St, Milford, NH"
2012,democrat,Obama,NH,Concord,43.2043,-71.539497,"15 Green St., Concord, NH"
2012,democrat,Obama,NH,Derry,42.8759,-71.2995,"127 Rockingham Road, Unit 13, Derry, NH"
2012,democrat,Obama,NH,Durham,43.137402,-70.911598,"56 Dover Road, Durham, NH"
2012,democrat,Obama,NJ,East Brunswick,40.462101,-74.405701,"251 Route 18 South Suite 1007, East Brunswick, NJ"
2012,democrat,Obama,NM,Santa Fe,35.669899,-105.965,"1420 Cerrillos Road, Santa Fe, NM"
2012,democrat,Obama,NM,Albuquerque,35.078499,-106.599,"115 Montclaire Dr. SE, Albuquerque, NM"
2012,democrat,Obama,NM,Las Cruces,32.312302,-106.765,"151 S. Solano Suite D, Las Cruces, NM"
2012,democrat,Obama,NM,Albuquerque,35.1264,-106.706,"3809 Atrisco Drive NW Suite A, Albuquerque, NM"
2012,democrat,Obama,NM,Rio Rancho,35.2411,-106.691,"2218 Southern Blvd SE Suite 2 & 3, Rio Rancho, NM"
2012,democrat,Obama,NM,Las Vegas,35.595798,-105.216,"624 University Avenue Suite 100, Las Vegas, NM"
2012,democrat,Obama,NM,Cedar Crest,35.117901,-106.372,"12220 North Highway STE# 2, Cedar Crest, NM"
2012,democrat,Obama,NM,Bernalillo,35.3158,-106.546,"240 S Camino Del Pueblo, Suite E, Bernalillo, NM"
2012,democrat,Obama,NM,Taos,36.3708,-105.596,"1523 Paseo Del Pueblo Sur, Taos, NM"
2012,democrat,Obama,NM,Albuquerque,35.1021,-106.563,"7301 Indian School Road NE Suite A, Albuquerque, NM"
2012,democrat,Obama,NM,Albuquerque,35.0145,-106.715,"4250 Coors Blvd SW Unit A, Albuquerque, NM"
2012,democrat,Obama,NM,Anthony,32.009399,-106.606,"880 N. Anthony Drive Unit 10, Anthony, NM"
2012,democrat,Obama,NM,Gallup,35.533901,-108.759,"809 North Highway 491, Gallup, NM"
2012,democrat,Obama,NV,Reno,39.510502,-119.778,"1465 Terminal Way, Suite 1, Reno, NV"
2012,democrat,Obama,NV,Henderson,36.075901,-115.083,"2925 Green Valley Parkway , E, Henderson, NV"
2012,democrat,Obama,NV,Las Vegas,36.2178,-115.185,"3440 W Cheyenne Ave, Suite 300, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.180199,-115.062,"861 N Nellis, Suite 5, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.159801,-115.102,"3230 East Charleston, Suite 111, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.195999,-115.256,"7469 W. Lake Mead Blvd, suite 170, Las Vegas, NV"
2012,democrat,Obama,NV,Reno,39.5112,-119.804,"141 E. Pueblo, Suite B, Reno, NV"
2012,democrat,Obama,NV,Henderson,36.0116,-115.063,"1720 Horizon Ridge, #120, Henderson, NV"
2012,democrat,Obama,NV,Las Vegas,36.101398,-115.298,"4845 S Fort Apache Rd, suite D-1, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.042198,-115.225,"6030  W Windmill, #D, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.145,-115.266,"8010 W. Sahara Ave, Suite 235, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.1152,-115.09,"3870 E Flamingo, A-8, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.160999,-115.173,"860 S. Rancho Drive, Ste. 7, Las Vegas, NV"
2012,democrat,Obama,NV,Henderson,36.019798,-114.962,"400 College Drive, Suite H, Henderson, NV"
2012,democrat,Obama,NV,North Las Vegas,36.253799,-115.154,"5135 Camino al Norte, Ste. 230, North Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.115398,-115.135,"1350 E. Flamingo, Ste. 20, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.253601,-115.243,"5061 N. Rainbow, Suite #150, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.144402,-115.063,"5105 E. Sahara Ave., Suite 150, Las Vegas, NV"
2012,democrat,Obama,NV,North Las Vegas,36.240101,-115.065,"4955 E. Craig Road, Ste. 15, North Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.270699,-115.268,"7920 W Tropical Pkwy, #120, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.130901,-115.117,"2466 E. Desert Inn, Suite A, Las Vegas, NV"
2012,democrat,Obama,NV,Las Vegas,36.010502,-115.137,"9890 S. Maryland Parkway, Suite 203, Las Vegas, NV"
2012,democrat,Obama,NV,Reno,39.550301,-119.803,"2395 Tampa St, Suite A, Reno, NV"
2012,democrat,Obama,NV,Pahrump,36.202099,-115.975,"1201 S. Hwy 160, Suite 112, Pahrump, NV"
2012,democrat,Obama,NV,Sparks,39.535,-119.754,"834 Victorian Ave, Suite 204, Sparks, NV"
2012,democrat,Obama,NV,Las Vegas,36.1008,-115.14,"1055 E Tropicana, Suite 270, Las Vegas, NV"
2012,democrat,Obama,NY,Syracuse,43.051201,-76.121696,"222 Teall Ave Suite 101, Syracuse, NY"
2012,democrat,Obama,NY,New York,40.753601,-73.991898,"520 Eighth Ave, 20th Floor, New York, NY"
2012,democrat,Obama,NY,Mamaroneck,40.953701,-73.723503,"931A  Boston Post Road, Mamaroneck, NY"
2012,democrat,Obama,NY,Kingston,41.933899,-74.018799,"30 John Street, Kingston, NY"
2012,democrat,Obama,NY,Buffalo,42.947399,-78.847198,"1645 Hertel Ave, Buffalo, NY"
2012,democrat,Obama,OH,Cleveland,41.483101,-81.591202,"13100 Shaker Square Suite 5, Cleveland, OH"
2012,democrat,Obama,OH,Chillicothe,39.335201,-82.987099,"149 W. Water St., Chillicothe, OH"
2012,democrat,Obama,OH,Columbus,40.086399,-82.965103,"1973 E. Dublin-Granville Rd., Columbus, OH"
2012,democrat,Obama,OH,Dayton,39.757301,-84.184502,"411 E. Fifth St., Dayton, OH"
2012,democrat,Obama,OH,New Philadelphia,40.489799,-81.446297,"123 W. High Ave., New Philadelphia, OH"
2012,democrat,Obama,OH,Lima,40.742199,-84.104401,"226 N Main Street, Lima, OH"
2012,democrat,Obama,OH,Middletown,39.516701,-84.404198,"1028 Central Ave., Middletown, OH"
2012,democrat,Obama,OH,Athens,39.329399,-82.101097,"8 North Court St., Suite 302, Athens, OH"
2012,democrat,Obama,OH,Toledo,41.651402,-83.540802,"119 N. Ontario St., Toledo, OH"
2012,democrat,Obama,OH,Cincinnati,39.128502,-84.477501,"2718 Woodburn Ave., Cincinnati, OH"
2012,democrat,Obama,OH,Mentor,41.656399,-81.372398,"7537 Mentor Ave., Suite 20, Mentor, OH"
2012,democrat,Obama,OH,Parma,41.406502,-81.734703,"5734 Ridge Rd., Parma, OH"
2012,democrat,Obama,OH,Beavercreek,39.7281,-84.047203,"1337 Hanes Rd., Beavercreek, OH"
2012,democrat,Obama,OH,Youngstown,41.100498,-80.650398,"25 W Federal Plaza, Ste. 1, Youngstown, OH"
2012,democrat,Obama,OH,Cincinnati,39.289001,-84.526398,"1244 W Kemper Rd., Cincinnati, OH"
2012,democrat,Obama,OH,Warren,41.235199,-80.817101,"155 S. Park Ave., Warren, OH"
2012,democrat,Obama,OH,Bowling Green,41.376202,-83.649399,"123 E. Court St., Bowling Green, OH"
2012,democrat,Obama,OH,Columbus,39.994099,-83.006401,"1570 N. High St., Suite C10, Columbus, OH"
2012,democrat,Obama,OH,Mason,39.3606,-84.309502,"108 W. Main St., Mason, OH"
2012,democrat,Obama,OH,Wooster,40.799198,-81.936897,"135 N. Bever St., Wooster, OH"
2012,democrat,Obama,OH,Troy,40.039101,-84.202797,"6 E. Main St., Troy, OH"
2012,democrat,Obama,OH,Cincinnati,39.156601,-84.612198,"3722 Harrison Ave., Cincinnati, OH"
2012,democrat,Obama,OH,Heath,40.0373,-82.429604,"568 Hebron Rd., Heath, OH"
2012,democrat,Obama,OH,Steubenville,40.359901,-80.615097,"104 S. 4th St., Steubenville, OH"
2012,democrat,Obama,OH,Defiance,41.283699,-84.364502,"608 Clinton St., Defiance, OH"
2012,democrat,Obama,OH,Portsmouth,38.7388,-82.996002,"1018 Chillicothe St., Portsmouth, OH"
2012,democrat,Obama,OH,Zanesville,40.000198,-82.027397,"3935 Northpointe Dr., Zanesville, OH"
2012,democrat,Obama,OH,Columbus,39.973301,-82.901001,"3741 E. Broad St., Columbus, OH"
2012,democrat,Obama,OH,Sylvania,41.712399,-83.681396,"5834 Monroe St., Suite O, Sylvania, OH"
2012,democrat,Obama,OH,Mansfield,40.758099,-82.5149,"24 S. Park St., Mansfield, OH"
2012,democrat,Obama,OH,Ashtabula,41.8825,-80.799004,"2205 Lake Ave., Unit #8, Ashtabula, OH"
2012,democrat,Obama,OH,Canton,40.798401,-81.376701,"131 Cleveland Ave. SW, Canton, OH"
2012,democrat,Obama,OH,Springfield,39.940701,-83.835899,"1214 N. Bechtle Ave., Springfield, OH"
2012,democrat,Obama,OH,Lorain,41.465,-82.174797,"668 Broadway Ave., Lorain, OH"
2012,democrat,Obama,OH,Sandusky,41.455799,-82.711403,"218 Columbus Ave., Sandusky, OH"
2012,democrat,Obama,OH,Twinsburg,41.283699,-81.440498,"7995 Darrow Rd., Suite #3, Twinsburg, OH"
2012,democrat,Obama,OH,Boardman,41.055801,-80.6632,"4300 Market St., Boardman, OH"
2012,democrat,Obama,OH,Hilliard,40.0364,-83.156898,"4143 Main St., Hilliard, OH"
2012,democrat,Obama,OH,Niles,41.182899,-80.718498,"6 Youngstown Warren Rd., Niles, OH"
2012,democrat,Obama,OH,Kenton,40.6474,-83.609497,"101 1/2 N. Detroit St., Kenton, OH"
2012,democrat,Obama,OH,Springboro,39.562599,-84.262299,"843 W. Central Ave., Springboro, OH"
2012,democrat,Obama,OH,Ravenna,41.1581,-81.242599,"113 E. Main St., Suite A, Ravenna, OH"
2012,democrat,Obama,OH,Marion,40.587299,-83.128098,"123 E. Church St., Marion, OH"
2012,democrat,Obama,OH,Akron,41.110199,-81.570503,"1706 W. Market St., Akron, OH"
2012,democrat,Obama,OH,Kent,41.142502,-81.357201,"1307 South Water St., Kent, OH"
2012,democrat,Obama,OH,Port Clinton,41.513699,-82.921204,"131-A Maple St., Port Clinton, OH"
2012,democrat,Obama,OH,Cincinnati,39.1982,-84.546402,"5846 Hamilton Ave., Cincinnati, OH"
2012,democrat,Obama,OH,South Russell,41.432301,-81.338699,"5192 Chillicothe Rd., Suite 105, South Russell, OH"
2012,democrat,Obama,OH,Wapakoneta,40.570301,-84.195,"101 W. Auglaize St., Wapakoneta, OH"
2012,democrat,Obama,OH,Athens,39.334702,-82.054497,"1005 E. State St., Suite #2, Athens, OH"
2012,democrat,Obama,OH,Tiffin,41.1143,-83.176498,"112 S. Washington St., Tiffin, OH"
2012,democrat,Obama,OH,Dayton,39.630699,-84.191498,"679 Lyons Rd., Dayton, OH"
2012,democrat,Obama,OH,Milford,39.196602,-84.2397,"5989 Meijer Dr., Suite 1, Milford, OH"
2012,democrat,Obama,OH,Westerville,40.124901,-82.945999,"405 W. Main St., Westerville, OH"
2012,democrat,Obama,OH,Columbus,39.966202,-82.990501,"1005 E. Long St., Suite 2 & 3, Columbus, OH"
2012,democrat,Obama,OH,Oxford,39.509499,-84.743599,"32 W. Walnut St., Oxford, OH"
2012,democrat,Obama,OH,West Chester,39.3713,-84.386398,"7232 Towne Centre Dr., West Chester, OH"
2012,democrat,Obama,OH,Lisbon,40.7845,-80.773499,"7843 State Route 45, Lisbon, OH"
2012,democrat,Obama,OH,Trotwood,39.8134,-84.269402,"4815 Salem Ave., Trotwood, OH"
2012,democrat,Obama,OH,Cincinnati,39.108601,-84.511398,"1130 Main St., Cincinnati, OH"
2012,democrat,Obama,OH,New Richmond,38.951099,-84.283401,"200 Front St., New Richmond, OH"
2012,democrat,Obama,OH,Martins Ferry,40.094601,-80.7257,"301 S. 4th St., Martins Ferry, OH"
2012,democrat,Obama,OH,Napoleon,41.3913,-84.122803,"630 Monroe St., Napoleon, OH"
2012,democrat,Obama,OH,Canfield,41.0247,-80.733704,"4478 Boardman-Canfield Rd., Suite A, Canfield, OH"
2012,democrat,Obama,OH,Cincinnati,39.285801,-84.309502,"11904 Montgomery Rd., Cincinnati, OH"
2012,democrat,Obama,OH,Dayton,39.853901,-84.187897,"7250 Poe Ave., Dayton, OH"
2012,democrat,Obama,OH,Delaware,40.292599,-83.068298,"177 S. Sandusky St., Delaware, OH"
2012,democrat,Obama,OH,Cincinnati,39.196899,-84.458801,"7364 Reading Rd., Cincinnati, OH"
2012,democrat,Obama,OH,Brunswick,41.2281,-81.839104,"1733 Pearl Rd., Suite 121, Brunswick, OH"
